time,seconds_elapsed,relativeAltitude,pressure
1670841464196415700,240.70241577148437,-594.677978515625,755.02978515625
1670841464236415500,240.74241552734375,-594.30029296875,754.993896484375
1670841464276415500,240.78241552734374,-594.4482421875,755.008056640625
1670841464316415200,240.82241528320313,-593.85888671875,754.9521484375
1670841464356416300,240.86241625976564,-592.7861328125,754.8505859375
1670841464396415500,240.90241552734375,-593.103271484375,754.880615234375
1670841464436416500,240.94241650390626,-594.342529296875,754.998046875
1670841464476416300,240.9824162597656,-594.670166015625,755.02880859375
1670841464516415700,241.02241577148436,-594.78369140625,755.039794921875
1670841464556416300,241.06241625976563,-596.250244140625,755.178466796875
1670841464596415700,241.10241577148437,-595.912109375,755.146484375
